Date,Open,High,Low,Close,Adj Close,Volume
2016-06-07,27720,28040,27600,27960,23752.84766,23142150
2016-06-08,28380,28380,27780,28120,23888.76953,18808100
2016-06-09,28160,28600,28120,28600,24296.55078,25768750
2016-06-10,28480,28500,28080,28120,23888.76953,14484050
2016-06-13,27920,27920,27240,27420,23294.10156,15248300
2016-06-14,27420,27720,27380,27600,23447.01758,12273050
2016-06-15,27700,28320,27660,28260,24007.71094,15334450
2016-06-16,28260,28340,27900,28180,23939.74805,14621550
2016-06-17,28200,28700,28200,28520,24228.58594,16419700
2016-06-20,28540,28960,28520,28620,24313.53711,13515800
2016-06-21,28640,28980,28520,28960,24602.37695,10020550
2016-06-22,28920,29000,28620,28900,24551.40234,8948250
2016-06-23,28880,28900,28540,28600,24296.55078,11256300
2016-06-24,28900,28900,27200,28000,23786.83203,20552600
2016-06-27,28000,28100,27700,27960,23752.84766,11839000
2016-06-28,27800,28080,27580,27980,23769.83789,10718950
2016-06-29,28160,28240,27820,27920,23735.83203,10527050
2016-06-30,28160,28900,27940,28500,24228.91406,13671700
2016-07-01,28540,29580,28540,29320,24926.02344,14393600
2016-07-04,29280,29480,29020,29320,24926.02344,7995000
2016-07-05,29320,29500,29240,29380,24977.03516,7870350
2016-07-06,28940,29040,28240,28420,24160.90234,16749150
2016-07-07,28420,29000,28320,29000,24653.98438,11495200
2016-07-08,29000,29500,28980,29200,24824.01172,13498150
2016-07-11,29200,30000,29200,29780,25317.08594,14056800
2016-07-12,29980,30100,29200,29280,24892.01953,11024700
2016-07-13,29920,29920,29260,29620,25181.06641,10009900
2016-07-14,29620,30000,29520,30000,25504.11914,12430250
2016-07-15,30000,30440,29720,30360,25810.16602,11623150
2016-07-18,30360,30660,30000,30660,26065.20703,11567200
2016-07-19,30560,30800,30440,30660,26065.20703,10122250
2016-07-20,30660,30840,30480,30800,26184.23047,7773150
2016-07-21,30800,30940,30740,30860,26235.23633,8544700
2016-07-22,30120,30560,30120,30320,25776.16211,8585150
2016-07-25,30000,30460,29900,30040,25538.11914,7732500
2016-07-26,30000,30620,29960,30600,26014.20313,7228500
2016-07-27,30240,30580,30240,30540,25963.19336,6335050
2016-07-28,30660,30720,29960,30140,25623.13867,9503700
2016-07-29,30400,31140,30220,30780,26167.22461,14985600
2016-08-01,31380,31600,31200,31360,26660.30469,11515400
2016-08-02,31360,31360,30920,30960,26320.25195,8315800
2016-08-03,30960,30960,30340,30340,25793.16797,7504900
2016-08-04,30380,30660,30340,30340,25793.16797,7009950
2016-08-05,30580,31280,30500,31220,26541.28711,6958850
2016-08-08,31320,31500,31120,31380,26677.30664,11125150
2016-08-09,31480,31580,31140,31340,26643.30273,9023200
2016-08-10,31340,31400,30680,30820,26201.22656,12340350
2016-08-11,30820,31180,30520,31180,26507.2832,10533600
2016-08-12,31180,31400,30880,30900,26269.24414,10474850
2016-08-16,30900,31520,30900,31360,26660.30469,10843100
2016-08-17,31380,31400,31020,31320,26626.29883,7446450
2016-08-18,31340,32880,31320,32800,27884.5,18327050
2016-08-19,32760,33500,32720,33500,28479.59766,16805150
2016-08-22,33480,33840,33180,33300,28309.57227,12612200
2016-08-23,33300,33880,33140,33740,28683.625,11545700
2016-08-24,33600,33640,32720,33060,28105.53906,15938550
2016-08-25,32600,33180,32440,32780,27867.50195,14173800
2016-08-26,32120,32460,32060,32240,27408.42578,12058000
2016-08-29,32040,32800,31940,32800,27884.5,8925750
2016-08-30,32940,33420,32660,32900,27969.51563,7849600
2016-08-31,32820,32820,32220,32400,27544.44922,20532200
2016-09-01,31660,31760,31260,31740,26983.35547,18790150
2016-09-02,31900,32260,31760,31940,27153.38477,8153000
2016-09-05,31800,32300,31700,32120,27306.41211,8383800
2016-09-06,32140,32900,31940,32860,27935.51367,7660150
2016-09-07,32960,33040,32420,32420,27561.44922,9591850
2016-09-08,32460,32780,32280,32780,27867.50195,12070850
2016-09-09,32220,32360,31280,31500,26779.32227,13258400
2016-09-12,29800,30120,29120,29300,24909.02148,26499350
2016-09-13,30160,30980,29900,30540,25963.19336,24717250
2016-09-19,30760,31380,30720,31160,26490.27344,22408150
2016-09-20,31180,31760,31180,31700,26949.35156,12921150
2016-09-21,31900,32020,31520,31840,27068.36914,10509050
2016-09-22,32000,32820,31980,32360,27510.44336,11429950
2016-09-23,31640,31960,31320,31420,26711.31445,18299650
2016-09-26,31420,31920,31280,31360,26660.30469,14524800
2016-09-27,31000,31500,30660,31380,26677.30664,9834400
2016-09-28,31080,31460,31080,31340,26643.30273,8706400
2016-09-29,31460,32380,31440,32000,27204.38867,11397550
2016-09-30,31800,32300,31700,31960,27170.38281,11762700
2016-10-04,32200,32480,32120,32280,27442.43359,13053100
2016-10-05,32020,32520,31940,32380,27527.44727,12470450
2016-10-06,33920,34000,33340,33820,28751.64063,29558150
2016-10-07,34000,34320,33800,34120,29006.67383,26050550
2016-10-10,33000,33780,32560,33600,28564.61133,25293300
2016-10-11,32000,32500,30900,30900,26269.24414,38427150
2016-10-12,29900,30900,29880,30700,26099.21484,39088550
2016-10-13,31000,31620,30900,31140,26473.27539,21864550
2016-10-14,30960,31760,30940,31540,26813.32813,14158950
2016-10-17,31300,32040,30760,31800,27034.36523,12785200
2016-10-18,31440,31900,31440,31780,27017.35938,10384500
2016-10-19,31580,32860,31500,32500,27629.46094,15444550
2016-10-20,32520,33020,32180,32400,27544.44922,10330450
2016-10-21,32120,32260,31760,31780,27017.35938,10477500
2016-10-24,31860,32160,31800,32160,27340.41406,9289950
2016-10-25,32000,32080,31840,31940,27153.38477,9866100
2016-10-26,31940,31980,31240,31340,26643.30273,10534000
2016-10-27,31420,32340,31120,31460,26745.31836,14117000
2016-10-28,31600,32280,31600,32280,27442.43359,10214200
2016-10-31,32320,32780,32220,32780,27867.50195,12067200
2016-11-01,32600,33040,32240,33040,28088.53516,10347400
2016-11-02,32800,33040,32620,32860,27935.51367,10099250
2016-11-03,32600,32800,32120,32320,27476.44141,10341850
2016-11-04,32100,32680,32100,32540,27663.46484,7103850
2016-11-07,32940,33000,32680,32800,27884.5,7661900
2016-11-08,32980,32980,32700,32880,27952.51367,5417450
2016-11-09,32920,33140,31820,31920,27136.38086,15683600
2016-11-10,32600,33000,32360,32980,28037.5293,11795350
2016-11-11,31700,32360,31700,31960,27170.38281,12836800
2016-11-14,31900,31920,31040,31060,26405.26563,15133300
2016-11-15,31060,31620,30780,30780,26167.22461,13665700
2016-11-16,30800,31280,30800,31160,26490.27344,13308200
2016-11-17,31100,31520,30900,31360,26660.30469,7870550
2016-11-18,31640,31760,31400,31720,26966.35156,9460750
2016-11-21,31300,32120,31300,31860,27085.37305,8180200
2016-11-22,32140,32900,32000,32800,27884.5,9751100
2016-11-23,33220,33220,32520,32980,28037.5293,12668600
2016-11-24,32980,33040,32660,33000,28054.52734,7757150
2016-11-25,32820,33040,32660,33000,28054.52734,6276900
2016-11-28,33000,33620,32800,33540,28513.60156,13294050
2016-11-29,33800,33960,33380,33540,28513.60156,18081300
2016-11-30,33540,34940,33540,34920,29686.78711,28535200
2016-12-01,34800,35060,34660,34980,29737.80664,15535350
2016-12-02,34480,34760,34140,34540,29363.74023,15352950
2016-12-05,34340,34680,34220,34360,29210.71484,8484600
2016-12-06,34440,35200,34400,34960,29720.80273,14001800
2016-12-07,35040,35480,35040,35440,30128.87109,9603650
2016-12-08,35980,36020,35520,35800,30434.91406,16462550
2016-12-09,35900,35900,35400,35600,30264.88281,10652450
2016-12-12,34660,35360,34660,35040,29788.80664,11414450
2016-12-13,34620,35440,34620,35320,30026.84766,11684450
2016-12-14,35560,35680,35280,35540,30213.87695,7455100
2016-12-15,34820,35500,34820,35180,29907.82617,5773550
2016-12-16,35300,36020,35200,35860,30485.92188,11747700
2016-12-19,35620,36380,35620,35900,30519.92188,5435800
2016-12-20,35920,36400,35840,36240,30808.97461,7615200
2016-12-21,36360,36600,36020,36100,30689.95508,6552100
2016-12-22,36260,36300,35980,36180,30757.9668,6354600
2016-12-23,36020,36080,35600,35640,30298.89258,8334850
2016-12-26,35600,36000,35560,35960,30570.94336,4823600
2016-12-27,35980,36200,35860,35980,30587.93555,4653450
2016-12-28,35840,35980,35600,35760,30872.83984,6662900
2016-12-29,35420,36040,35400,36040,31114.57422,7516450
2017-01-02,35980,36240,35880,36100,31166.37109,4650600
2017-01-03,36280,36620,36020,36480,31494.43945,7357650
2017-01-04,36500,36520,36100,36160,31218.16406,7971750
2017-01-05,36060,36060,35540,35560,30700.17188,10967450
2017-01-06,36180,36440,36040,36200,31252.70117,8880950
2017-01-09,36600,37500,36560,37220,32133.30469,13194900
2017-01-10,37280,37400,37080,37240,32150.57422,9099800
2017-01-11,37520,38560,37420,38280,33048.44141,12018150
2017-01-12,38000,38800,37980,38800,33497.37109,11669150
2017-01-13,38100,38320,37460,37460,32340.50977,15954450
2017-01-16,36860,37820,36320,36660,31649.83984,16611500
2017-01-17,36580,37460,36580,36960,31908.83984,8150700
2017-01-18,37040,37500,36620,36940,31891.57227,8875400
2017-01-19,37720,37920,37020,37480,32357.7793,9418900
2017-01-20,37120,37420,36880,37200,32116.04102,9185000
2017-01-23,37200,38060,37000,38060,32858.50781,8810400
2017-01-24,38120,38580,37880,38160,32944.84766,11048750
2017-01-25,38340,39400,38320,39400,34015.37891,13433850
2017-01-26,39420,40000,39420,39900,34447.03516,15214500
2017-01-31,39900,39900,39460,39460,34067.16797,17992200
2017-02-01,39540,39660,39040,39120,33773.64844,14150400
2017-02-02,39600,39660,39200,39360,33980.84766,15029300
2017-02-03,39400,39500,39180,39460,34067.16797,10386350
2017-02-06,39580,39660,39140,39560,34153.51563,8860700
2017-02-07,39560,39580,38760,38820,33514.63672,14041800
2017-02-08,38740,38780,38200,38400,33152.04688,17092950
2017-02-09,38780,38840,38220,38400,33152.04688,13694150
2017-02-10,38400,38760,38300,38360,33117.51172,11020750
2017-02-13,37740,38060,37720,37960,32772.17969,11102050
2017-02-14,37960,38260,37320,37580,32444.10547,13124150
2017-02-15,37080,37960,37080,37720,32564.97461,14191550
2017-02-16,37800,38360,37780,38020,32823.96875,10226350
2017-02-17,37560,38040,37280,37860,32685.84375,15377450
2017-02-20,38220,38780,38160,38660,33376.51172,7485800
2017-02-21,38540,39560,38420,38940,33618.24609,10562600
2017-02-22,39000,39340,38980,39300,33929.04297,8539450
2017-02-23,39020,39440,39020,39180,33825.44141,10217300
2017-02-24,38960,39100,38060,38220,32996.63672,9296850
2017-02-27,38020,38140,37700,38060,32858.50781,9033700
2017-02-28,38060,38760,37960,38440,33186.57422,15088700
2017-03-02,38420,39860,38420,39720,34291.64453,21249800
2017-03-03,39340,39720,39160,39620,34205.30469,12708700
2017-03-06,39220,40220,39220,40080,34602.44922,12234850
2017-03-07,39800,40320,39800,40200,34706.05078,10553250
2017-03-08,40200,40620,40140,40200,34706.05078,12140950
2017-03-09,40200,40300,40020,40200,34706.05078,14372250
2017-03-10,39960,40420,39860,40180,34688.78125,10227800
2017-03-13,40040,40980,40040,40600,35051.37891,7424100
2017-03-14,40620,41540,40500,41360,35707.51563,11325050
2017-03-15,40800,41440,40800,41400,35742.05859,9587850
2017-03-16,41800,42180,41540,41840,36121.91797,9933150
2017-03-17,41800,42500,41720,42400,36605.37891,12602300
2017-03-20,42000,42120,41740,41900,36173.69922,10250050
2017-03-21,41780,42680,41760,42560,36743.51953,14220150
2017-03-22,41600,42460,41580,42460,36657.17969,16427250
2017-03-23,42200,42360,41700,41800,36087.38281,15397100
2017-03-24,41600,41980,41080,41500,35828.37109,12808150
2017-03-27,41200,41880,41180,41200,35569.37891,12177650
2017-03-28,41560,41840,41380,41480,35811.10938,8216250
2017-03-29,41740,41960,41580,41780,36070.10938,10093250
2017-03-30,41880,42440,41880,41980,36364.63281,8204000
2017-03-31,41820,42020,41200,41200,35688.96875,10500300
2017-04-03,41400,41720,41300,41440,35896.86719,9579400
2017-04-04,41600,42180,41520,42080,36451.25781,12255500
2017-04-05,41900,42240,41700,42140,36503.23047,10699700
2017-04-06,42000,42080,41600,41840,36243.35938,9683400
2017-04-07,41800,41820,41160,41600,36035.46094,10021000
2017-04-10,41940,41940,41500,41940,36329.98047,7141350
2017-04-11,41940,41940,41580,41600,36035.46094,7172900
2017-04-12,41860,41940,41700,41900,36295.32422,8274900
2017-04-13,41660,42460,41660,42420,36745.78125,9040800
2017-04-14,42160,42260,41760,42020,36399.28906,5462850
2017-04-17,42000,42080,41520,41560,36000.80859,5224750
2017-04-18,41680,41820,41280,41500,35948.83203,6860650
2017-04-19,41300,41420,40900,40900,35429.10156,11762900
2017-04-20,40580,40800,40080,40280,34892.02734,21148850
2017-04-21,40480,41400,40480,40760,35307.81641,15130500
2017-04-24,41260,41260,40920,41240,35723.61719,8990150
2017-04-25,41460,42740,41320,42700,36988.32813,19299600
2017-04-26,42700,42800,42520,42800,37074.95313,14794800
2017-04-27,42700,44520,41960,43840,37975.83203,23032250
2017-04-28,45780,45800,44520,44620,38651.50391,22685700
2017-05-02,45500,45500,44760,44900,38894.04688,14068300
2017-05-04,45700,45700,44860,45520,39431.10547,13690100
2017-05-08,45520,47020,45340,47020,40730.46875,19582550
2017-05-10,46160,47220,45600,45600,39500.41406,23410950
2017-05-11,45420,46180,45220,45500,39413.78906,21277850
2017-05-12,45760,46160,45660,45820,39690.98438,9422900
2017-05-15,45620,46280,45620,46100,39933.53516,8001400
2017-05-16,46660,46800,46100,46380,40176.08203,8803750
2017-05-17,46120,46640,46100,46340,40141.41797,7424450
2017-05-18,45740,46000,45540,45940,39794.93359,11160350
2017-05-19,45640,45780,44720,44720,38738.125,15762350
2017-05-22,45040,45380,44760,45100,39067.29688,17643550
2017-05-23,45400,45580,44900,44920,38911.375,12607050
2017-05-24,44860,45300,44800,44880,38876.73047,8675400
2017-05-25,45160,45680,44800,45680,39569.71484,13044800
2017-05-26,45600,46460,45540,46080,39916.21094,13613650
2017-05-29,46220,46400,45380,45620,39517.73438,8739550
2017-05-30,45520,45660,44480,44640,38668.82031,12433600
2017-05-31,44580,45020,44400,44700,38720.79688,18669100
2017-06-01,44860,44900,44400,44680,38703.46484,9753500
2017-06-02,45060,45960,45000,45960,39812.25781,12488750
2017-06-05,46040,46360,45720,45940,39794.93359,7599400
2017-06-07,46500,46500,45240,45300,39240.54688,13729400
2017-06-08,45000,45580,45000,45160,39119.27344,13978750
2017-06-09,45680,46440,45600,46100,39933.53516,11732850
2017-06-12,45420,45600,45140,45380,39309.83203,10954300
2017-06-13,45140,45620,45140,45400,39327.15234,8624900
2017-06-14,45800,46060,45240,45360,39292.51563,10166700
2017-06-15,45680,45920,45180,45680,39569.71484,9657000
2017-06-16,45500,45940,45460,45580,39483.08594,17403450
2017-06-19,45580,46560,45560,46560,40331.99219,11303900
2017-06-20,47240,48140,47220,48140,41700.65234,15045000
2017-06-21,47740,48120,47480,47480,41128.92969,9973650
2017-06-22,47960,48080,47720,47960,41544.73438,11455800
2017-06-23,47600,47780,47420,47620,41250.21484,9515100
2017-06-26,47520,48360,47520,48280,41821.92578,8552800
2017-06-27,48220,48400,47900,48300,41839.25781,9616750
2017-06-28,47600,48000,47560,47700,41319.51172,9572500
2017-06-29,48040,48320,47940,47940,41649.64844,8306550
2017-06-30,47500,47620,47100,47540,41302.13672,11877550
2017-07-03,47500,47780,47120,47220,41024.125,6805550
2017-07-04,47160,47400,46900,47000,40832.98828,7961000
2017-07-05,46820,47680,46780,47580,41336.88281,10640250
2017-07-06,48000,48100,47720,48060,41753.90234,10923050
2017-07-07,47740,48120,47620,47860,41580.13672,8131900
2017-07-10,48500,48900,48320,48660,42275.17188,10792750
2017-07-11,48640,49000,48280,49000,42570.57031,9717800
2017-07-12,49000,50000,48840,49880,43335.09375,9486150
2017-07-13,50080,50940,50040,50560,43925.86328,16034150
2017-07-14,51000,51080,50420,50480,43856.36719,8239000
2017-07-17,50900,51020,50520,50640,43995.37891,8976100
2017-07-18,50420,50880,50360,50840,44169.12891,7084450
2017-07-19,50620,50820,50000,50740,44082.25391,11157500
2017-07-20,50760,51320,50560,51200,44481.89844,8367600
2017-07-21,50860,51160,50520,51080,44377.64453,8449050
2017-07-24,50700,51000,50620,50860,44186.5,7099750
2017-07-25,50500,50760,49940,50000,43439.34766,10810600
2017-07-26,49600,50020,49300,49840,43300.35156,11224800
2017-07-27,50000,50640,49560,49800,43265.59375,11449500
2017-07-28,49800,49800,47380,47760,41493.26563,26168300
2017-07-31,47420,48240,46920,48200,41875.54297,12701400
2017-08-01,48000,48840,47540,48600,42223.03906,11369500
2017-08-02,49200,49340,48600,49000,42570.57031,7777450
2017-08-03,49000,49000,47120,47780,41510.64453,15540800
2017-08-04,48160,48180,47500,47700,41441.14063,8359200
2017-08-07,47500,48080,47440,47580,41336.88281,7218250
2017-08-08,47980,48260,47480,47720,41458.50781,7979600
2017-08-09,47400,47400,46240,46280,40207.46094,14555400
2017-08-10,46200,46320,45460,45900,39877.32813,22986150
2017-08-11,45120,45300,44220,44620,38765.26953,25407300
2017-08-14,45120,45400,44720,45000,39095.41406,19185600
2017-08-16,46220,46380,46000,46200,40137.96094,21913650
2017-08-17,46960,47300,46740,47040,40867.73828,12415850
2017-08-18,46760,47240,46240,46900,40746.10156,10477950
2017-08-21,47240,47240,46580,46840,40693.99219,5103450
2017-08-22,46820,47160,46700,47000,40832.98828,7381750
2017-08-23,47780,47780,47180,47480,41250.00781,9384700
2017-08-24,47520,47660,47340,47520,41284.76563,8657450
2017-08-25,47880,47880,46720,47020,40850.35938,11243550
2017-08-28,47020,47240,45960,46100,40051.07422,9962100
2017-08-29,45640,46080,45160,46080,40033.71484,12623650
2017-08-30,46380,46400,45960,46200,40137.96094,7513000
2017-08-31,46220,46640,46000,46320,40242.20703,11011700
2017-09-01,46460,46640,46300,46480,40381.21875,10641700
2017-09-04,45780,46360,45500,46040,39998.96094,7943500
2017-09-05,46240,46900,45960,46760,40624.47656,11716100
2017-09-06,46760,47180,46700,47000,40832.98828,10811050
2017-09-07,47000,48220,47000,48120,41806.02344,9676500
2017-09-08,48700,49180,48580,49080,42640.0625,10893000
2017-09-11,49700,50180,49500,49800,43265.59375,10374750
2017-09-12,50200,50220,49140,49600,43091.82813,12029750
2017-09-13,49820,50400,49440,49620,43109.21094,9357000
2017-09-14,50060,50320,49760,50300,43699.97656,14204750
2017-09-15,50300,50560,49860,50400,43786.86328,10757300
2017-09-18,50540,52480,50520,52480,45593.9375,11524950
2017-09-19,52500,52640,51780,52120,45281.17969,9850400
2017-09-20,52120,52500,51840,52220,45368.0625,9292750
2017-09-21,52220,52960,52220,52800,45871.95313,8839800
2017-09-25,53000,53680,53000,53620,46584.375,9303100
2017-09-26,53620,53620,53620,53620,46584.375,0
2017-09-27,52000,52200,51500,51680,44898.90234,10797000
2017-09-28,52260,52460,51260,51260,44654.99609,12025450
2017-09-29,51180,51620,50840,51280,44672.41797,12909400
2017-10-10,53360,53640,52800,52800,45996.55469,20519800
2017-10-11,53600,54760,53340,54640,47599.46484,13652150
2017-10-12,54840,55160,54100,54800,47738.84766,13890700
2017-10-13,54540,54840,53780,54000,47041.93359,12601650
2017-10-16,53980,54860,53760,53920,46972.25,9769950
2017-10-17,54020,55380,54000,54800,47738.84766,10607800
2017-10-18,54820,55240,54040,54760,47704.00781,10110750
2017-10-19,54700,54700,52980,52980,46153.36719,12108700
2017-10-20,52800,54100,52800,53840,46902.54297,8027050
2017-10-23,54600,54640,54000,54300,47303.27344,8311050
2017-10-24,54700,54780,54040,54040,47076.76953,5806050
2017-10-25,54040,54420,53700,53900,46954.80859,5882850
2017-10-26,53720,53900,52400,52400,45648.09766,9776550
2017-10-27,52400,53320,52140,53080,46240.47656,7392500
2017-10-30,53780,54320,53700,54040,47076.76953,8196150
2017-10-31,54060,55440,53500,55080,47982.76563,13381550
2017-11-01,57500,57500,56180,57220,49847.01953,14510250
2017-11-02,57500,57520,56760,57060,49707.64063,10721050
2017-11-03,57060,57140,55860,56380,49115.26172,9935800
2017-11-06,56380,56500,55340,56380,49115.26172,9000950
2017-11-07,56380,56920,55860,56100,48871.34766,7464550
2017-11-08,56100,57060,55860,56760,49446.30078,8520200
2017-11-09,56920,56920,55900,56340,49080.41797,11994050
2017-11-10,55800,56540,55780,56400,49132.6875,6748800
2017-11-13,56400,56800,56100,56380,49115.26172,8806650
2017-11-14,56380,56740,55920,55920,48714.53906,6725000
2017-11-15,55920,56320,55320,55340,48209.26563,8816950
2017-11-16,55440,56000,55400,55780,48592.57422,7640700
2017-11-17,56400,56880,55820,55820,48627.42188,10733150
2017-11-20,55900,55980,55200,55200,48087.30078,9472750
2017-11-21,55400,55840,55280,55280,48157,10324700
2017-11-22,55980,56200,55620,55960,48749.375,7952950
2017-11-23,55960,55980,55020,55300,48174.42578,6272900
2017-11-24,55300,55500,55180,55460,48313.80469,4536200
2017-11-27,55360,55360,52640,52640,45857.17188,18128900
2017-11-28,52700,53280,51720,53280,46414.70313,13499400
2017-11-29,53200,53240,52500,52600,45822.32813,9590250
2017-11-30,50800,51860,50200,50800,44254.26172,29634150
2017-12-01,50800,51780,50800,50840,44289.10938,12868600
2017-12-04,50840,51340,50020,51340,44724.67578,14865050
2017-12-05,50600,51300,50280,51260,44654.99609,9326550
2017-12-06,51260,51560,50020,50020,43574.77344,10889200
2017-12-07,50040,50980,50020,50740,44201.99609,11065600
2017-12-08,51360,52000,51040,52000,45299.64453,11290450
2017-12-11,52000,52040,51500,51780,45107.98438,8125850
2017-12-12,51820,52100,51660,52100,45386.75781,8765050
2017-12-13,52100,52100,51100,51320,44707.25781,11333700
2017-12-14,51320,52280,51060,51060,44480.75781,20310400
2017-12-15,51240,51480,50520,50620,44097.46094,14928550
2017-12-18,50620,51240,50620,51200,44602.72656,7350250
2017-12-19,51540,52080,51520,51560,44916.33203,11978600
2017-12-21,51000,51060,49100,49140,42808.16406,15624300
2017-12-22,49400,49960,49240,49700,43296.00391,11199650
2017-12-26,49760,50100,48200,48200,41989.28125,16039850
2017-12-27,48960,49560,48460,49360,43386.86719,10743600
2017-12-28,49560,50960,49500,50960,44793.25781,8985450
2018-01-02,51380,51400,50780,51020,44845.98828,8474250
2018-01-03,52540,52560,51420,51620,45373.39063,10013500
2018-01-04,52120,52180,50640,51080,44898.73438,11695450
2018-01-05,51300,52120,51200,52120,45812.88281,9481150
2018-01-08,52400,52520,51500,52020,45724.98438,8383650
2018-01-09,51460,51720,49980,50400,44301.02344,18013600
2018-01-10,50500,50520,48640,48840,42929.80469,18566800
2018-01-11,48200,49260,48020,48240,42402.40625,25123800
2018-01-12,48240,48480,46760,48200,42367.25,27270450
2018-01-15,48800,48980,47920,48540,42666.10938,10096000
2018-01-16,48760,50140,48620,50000,43949.41797,20389650
2018-01-17,50020,50020,49060,49620,43615.41016,11053050
2018-01-18,50020,50640,49820,49900,43861.52344,14848850
2018-01-19,50380,50380,49040,49320,43351.71484,9219950
2018-01-22,48640,48680,47960,48240,42402.40625,12520900
2018-01-23,48660,49160,48300,49160,43211.06641,13532700
2018-01-24,48860,49700,48560,49340,43369.29297,9550500
2018-01-25,49220,50360,49160,50260,44177.96094,11160350
2018-01-26,50500,50780,49840,50780,44635.03125,10350100
2018-01-29,51200,51480,50900,51220,45021.80078,11838800
2018-01-30,50440,50640,49780,49800,43773.62891,12284550
2018-01-31,50020,54140,49600,49900,43861.52344,64681300
2018-02-01,50620,50960,49720,49820,43791.20313,27609450
2018-02-02,49380,49400,47700,47700,41927.75,29260350
2018-02-05,46500,48320,46000,47920,42121.12891,28357900
2018-02-06,46600,47920,46580,47420,41681.62891,19406450
2018-02-07,48240,48260,45800,45800,40257.67188,23448050
2018-02-08,46120,46620,45980,46000,40433.46875,23251050
2018-02-09,44440,45180,44420,44700,39290.78516,17465000
2018-02-12,45100,46320,45040,45720,40187.34766,15754950
2018-02-13,46200,48060,46200,47540,41787.11719,18923250
2018-02-14,48080,49100,47940,49000,43070.4375,18905900
2018-02-19,49800,49800,47860,48380,42525.45703,15353450
2018-02-20,48040,48160,47220,47400,41664.04688,10122600
2018-02-21,47280,47580,46840,47280,41558.57422,12880200
2018-02-22,47260,47260,46760,46760,41101.5,8869950
2018-02-23,46760,47800,46760,47220,41505.83203,12423300
2018-02-26,47280,47560,47080,47380,41646.46875,9560650
2018-02-27,48360,48380,47380,47380,41646.46875,9830550
2018-02-28,47380,48100,47000,47060,41365.19922,15162350
2018-03-02,46580,46800,46000,46020,40451.04688,13265500
2018-03-05,45820,46160,45080,45200,39730.28125,14100950
2018-03-06,45920,47100,45820,47020,41330.03516,15423350
2018-03-07,48200,48900,47220,48620,42736.41406,21427050
2018-03-08,49200,49480,48080,49200,43246.22656,19463650
2018-03-09,49440,50540,49240,49740,43720.88672,14304400
2018-03-12,50560,50780,49580,49740,43720.88672,8688950
2018-03-13,50760,51660,50360,51660,45408.55078,20098700
2018-03-14,51020,52000,51000,51760,45496.44531,12713250
2018-03-15,52000,52020,51020,51540,45303.06641,8882450
2018-03-16,51220,51420,50240,51140,44951.46484,12184900
2018-03-19,50620,51340,50440,50740,44599.88281,8218850
2018-03-20,50700,51200,50100,51200,45004.21094,8193250
2018-03-21,51780,51780,51060,51060,44881.14844,8905200
2018-03-22,51060,51780,51040,51780,45514.02734,8454100
2018-03-23,50340,50720,49600,49720,43703.30859,14854950
2018-03-26,49420,50280,49040,50280,44195.54297,10057750
2018-03-27,50320,50460,49080,49980,43931.83984,11874000
2018-03-28,49100,49100,48340,48700,42806.73828,15159450
2018-03-29,48700,49560,48320,49040,43421.22266,10067000
2018-03-30,49080,49900,49080,49220,43580.60547,7777100
2018-04-02,49000,49220,48500,48540,42978.51953,7115650
2018-04-03,47880,48140,47280,48120,42606.63281,12768250
2018-04-04,48160,48260,46920,46920,41544.12109,12384200
2018-04-05,47400,49380,47340,48740,43155.59766,13245600
2018-04-06,48000,48580,47400,48400,42854.55078,12532700
2018-04-09,48260,49440,48200,49200,43562.88672,9950400
2018-04-10,48540,49220,48040,48880,43279.55469,10984350
2018-04-11,49900,49900,48600,48860,43261.83594,10051100
2018-04-12,49440,49440,48880,49000,43385.8125,12466250
2018-04-13,49600,50180,49400,49800,44094.14063,10278300
2018-04-16,50320,50600,49860,50340,44572.27344,7877450
2018-04-17,50240,50540,49820,49980,44253.51953,7772000
2018-04-18,51000,51360,50580,51360,45475.40625,13462600
2018-04-19,52000,52980,51540,52780,46732.71484,17190550
2018-04-20,51800,52260,51420,51620,45705.625,11761000
2018-04-23,51000,52080,51000,51900,45953.53125,11619000
2018-04-24,51840,51860,50080,50460,44678.52734,15770300
2018-04-25,49220,50500,49220,50400,44625.39844,16614600
2018-04-26,50420,52160,50400,52140,46166.03906,18046550
2018-04-27,53380,53640,52440,53000,46927.50391,30310800
2018-04-30,53000,53000,53000,53000,46927.50391,0
2018-05-02,53000,53000,53000,53000,46927.50391,0
2018-05-03,53000,53000,53000,53000,46927.50391,0
2018-05-04,53000,53900,51800,51900,45953.53125,39565391
2018-05-08,52600,53200,51900,52600,46573.34375,23104720
2018-05-09,52600,52800,50900,50900,45068.10938,16128305
2018-05-10,51700,51700,50600,51600,45687.91016,13905263
2018-05-11,52000,52200,51200,51300,45422.27734,10314997
2018-05-14,51000,51100,49900,50100,44359.77344,14909272
2018-05-15,50200,50400,49100,49200,43562.88672,18709146
2018-05-16,49200,50200,49150,49850,44138.41406,15918683
2018-05-17,50300,50500,49400,49400,43739.97266,10365440
2018-05-18,49900,49900,49350,49500,43828.52344,6706570
2018-05-21,49650,50200,49100,50000,44271.23047,9020998
2018-05-23,50600,52000,50400,51800,45864.99219,17095490
2018-05-24,52000,52000,51100,51400,45510.82813,8289275
2018-05-25,51000,52800,50800,52700,46661.87891,15207266
